id,상위법령ID,상위법령명,상위조문번호,상위조문제목,조문문장,위임표지어구,API_위임구분,자동추출_위임형식,대상유형,대상명
P01139,014226,대안교육기관에 관한 법률 시행령,7,대안교육기관에 대한 경비 지원,④ 제1항부터 제3항까지의 규정에서 정한 사항 외에 대안교육기관에 대한 경비 지원에 필요한 사항은 해당 지방자치단체의 조례로 정한다.,조례로,위임자치법규,조례,자치법규,옥천군 학교 밖 청소년 보호 및 지원에 관한 조례
P06416,000889,학교급식법,5,학교급식위원회 등,⑤제3항의 규정에 따른 학교급식지원심의위원회의 구성ㆍ운영과 제4항의 규정에 따른 학교급식지원센터의 설치ㆍ운영에 관하여 필요한 사항은 해당지방자치단체의 조례로 정한다.,조례로,위임자치법규,조례,자치법규,영천시 학교급식 지원에 관한 조례
P01198,014226,대안교육기관에 관한 법률 시행령,7,대안교육기관에 대한 경비 지원,④ 제1항부터 제3항까지의 규정에서 정한 사항 외에 대안교육기관에 대한 경비 지원에 필요한 사항은 해당 지방자치단체의 조례로 정한다.,조례로,위임자치법규,조례,자치법규,화성시 학교 밖 청소년 지원 조례
P05427,000851,평생교육법,16,경비보조 및 지원,② 지방자치단체의 장은 해당 지방자치단체의 조례로 정하는 바에 따라 주민을 위한 평생교육진흥사업을 실시하거나 지원할 수 있다. 이 경우 교육감 또는 지역교육장과 협의하여야 한다.,조례로,위임자치법규,조례,자치법규,속초시 평생교육진흥 조례
P05271,000851,평생교육법,14,시ㆍ군ㆍ자치구평생교육협의회,④ 시·군·구협의회의 구성·운영 등에 필요한 사항은 지방자치단체의 조례로 정한다.,조례로,위임자치법규,조례,자치법규,장수군 평생교육 진흥 조례
P04649,005238,초ㆍ중등교육법 시행령,84,후기학교의 신입생 선발 및 배정방법,④제77조제2항에 따라 시ㆍ도 조례로 정하는 지역의 후기학교 야간부 신입생은 교육감이 각 학교에 통보한 입학전형에 관한 자료에 따라 당해 학교의 장이 선발한다.,조례로 정하는 지역의 후기학교 야간부,위임자치법규,조례,자치법규,세종특별자치시교육감의 고등학교 입학전형 실시 지역 지정 및 해제에 관한 조례
P05417,000851,평생교육법,16,경비보조 및 지원,② 지방자치단체의 장은 해당 지방자치단체의 조례로 정하는 바에 따라 주민을 위한 평생교육진흥사업을 실시하거나 지원할 수 있다. 이 경우 교육감 또는 지역교육장과 협의하여야 한다.,조례로,위임자치법규,조례,자치법규,서울특별시 종로구 평생교육 진흥 조례
P04951,012258,초ㆍ중등교육법 시행규칙,77,자율형 사립고등학교의 법인전입금기준,"2. 도 및 특별자치도에 있는 고등학교: 매년 학생으로부터 받은 수업료 및 입학금 총액의 3퍼센트 이상으로 하되, 구체적인 기준은 해당 도 및 특별자치도의 교육규칙으로 정할 것",특별자치도의 교육규칙으로,위임자치법규,조례,자치법규,전북특별자치도 자율학교등의 지정 및 운영에 관한 규칙
P04732,005238,초ㆍ중등교육법 시행령,89,고등학교의 전학 등,"②제1항의 규정에 불구하고 일반고등학교 주간부에서 제77조제2항에 따라 시·도 조례로 정하는 지역에 소재하는 일반고등학교 주간부로의 전학의 경우에는 전학하려는 사람의 거주지가 학교군 또는 시·도가 다른 지역에서 이전된 경우에 한정하며, 교육감이 전학할 학교를 배정한다. 이 경우 거주지가 이전된 사람중 당해 학교군에 소재하는 학교에 결원이 없고 인근학교군에 소재하는 학교에 결원이 있는 경우로서 본인이 원하는 때에는 거주지의 인근 학교군에 소재하는 학교로의 전학을 허용할 수 있다.",조례로,위임자치법규,조례,자치법규,전라남도교육감이 고등학교의 입학전형을 실시하는 지역에 관한 조례
P07215,000850,학원의 설립ㆍ운영 및 과외교습에 관한 법률,8,시설기준,"학원에는 교습과정별로 시·도의 조례로 정하는 단위시설별 기준에 따라 교습과 학습에 필요한 시설과 설비를 갖추고 유지하여야 한다. 다만, 학원의 소방시설은 소방 관계 법령으로 정하는 바에 따른다.",조례로,위임자치법규,조례,자치법규,전라남도교육청 학원의 설립ㆍ운영 및 과외교습에 관한 조례
P05362,000851,평생교육법,14,시ㆍ군ㆍ자치구평생교육협의회,④ 시·군·구협의회의 구성·운영 등에 필요한 사항은 지방자치단체의 조례로 정한다.,조례로,위임자치법규,조례,자치법규,고양시 평생교육 진흥 조례
P05409,000851,평생교육법,16,경비보조 및 지원,② 지방자치단체의 장은 해당 지방자치단체의 조례로 정하는 바에 따라 주민을 위한 평생교육진흥사업을 실시하거나 지원할 수 있다. 이 경우 교육감 또는 지역교육장과 협의하여야 한다.,조례로,위임자치법규,조례,자치법규,무안군 평생교육 진흥 조례
P01881,011331,어린이ㆍ노인 및 장애인 보호구역의 지정 및 관리에 관한 규칙,2,정의,바. 그 밖에 어린이가 자주 왕래하는 곳으로서 조례로 정하는 시설 또는 장소,어린이가 자주 왕래하는 곳으로서 조례로,위임자치법규,조례,자치법규,창원시 어린이 통학로 교통안전을 위한 조례
P01488,010490,법학전문대학원 설치ㆍ운영에 관한 법률,24,적성시험의 시행,④ 적성시험에 응시하고자 하는 사람은 교육부장관이 정하는 응시수수료를 납부하여야 한다.,교육부장관이 정하는,위임행정규칙,미특정,행정규칙,"법학전문대학원 적성시험의 응시수수료 및 반환 금액, 절차·방법 등에 관한 고시"
P04845,005238,초ㆍ중등교육법 시행령,92,고교학점제 지원센터의 설치 및 운영 등,교육부장관이 설치하는 고교학점제 지원센터의 설치·운영 등에 필요한 사항은 교육부장관이 정하고,교육부장관이 정하고,위임행정규칙,미특정,행정규칙,고교학점제 지원센터 설치 및 운영 등에 관한 고시
P00286,002546,교과용 도서에 관한 규정,6,검정도서,검정도서는 교육부장관이 정하여 고시하는 교과목의 교과용 도서로 한다,교육부장관이 정하여 고시하는,위임행정규칙,고시,행정규칙,초·중등학교 교과용도서 구분 고시
P02892,012632,인문학 및 인문정신문화의 진흥에 관한 법률 시행령,13,업무의 위탁,위탁하는 구체적인 업무와 이를 위탁받는 전담기관은 교육부장관과 문화체육부장관이 각각 정하여 고시한다.,각각 정하여 고시한다,위임행정규칙,고시,행정규칙,인문정신문화 진흥 전담기관 지정 및 업무위탁 고시
P00331,002565,교원 등의 연수에 관한 규정,22,교원능력개발평가 관리위원회,"교육부장관이 정하는 기준에 따라 교육감, 해당 유치원의 장 및 해당 학교의 장이 각각 정한다.",교육부장관이 정하는,위임행정규칙,미특정,행정규칙,교원능력개발평가 실시에 관한 훈령
P01057,014253,기초학력 보장법 시행령,9,국가기초학력지원센터의 지정ㆍ운영 등,국가기초학력지원센터의 지정 및 운영 등에 필요한 사항은 교육부장관이 정하여 고시한다.,교육부장관이 정하여 고시한다,위임행정규칙,고시,행정규칙,국가기초학력지원센터 지정 및 운영 등에 관한 규정
P00435,006561,교육감 소속 지방공무원 인사기록ㆍ통계 및 인사사무 처리 규칙,7,징계 등 처분기록의 말소,말소 방법·절차 등에 관하여 필요한 사항은 교육부장관이 정한다.,교육부장관이 정한다,위임행정규칙,,행정규칙,교육공무원징계등 기록말소제 시행지침
P06887,010519,학교안전사고 예방 및 보상에 관한 법률 시행령,7,실태조사의 내용 및 방법,구체적인 방법 및 세부 조사항목 등은 교육부장관이 정하여 고시한다.,교육부장관이 정하여 고시한다,위임행정규칙,고시,행정규칙,학교안전사고 예방에 대한 실태조사 고시
P05017,011136,취업 후 학자금 상환 특별법,10,대출 종류 및 한도,생활비대출은 교육부장관이 정하는 바에 따라 한도를 달리 정할 수 있다.,교육부장관이 정하는,위임행정규칙,미특정,행정규칙,2026학년도 1학기 취업 후 상환 학자금대출의 자격 요건 등에 관한 고시
P07546,010974,한국장학재단 설립 등에 관한 법률 시행령,35,자료 제출 의무의 면제,② 법 제50조의5제2항 단서에 따라 학자금 지원 현황에 관한 자료 제출 의무의 전부 또는 일부를 면제받으려는 기관은 같은 항 본문에 따른 요청을 받은 날부터 15일 이내에 교육부장관에게 제출 의무의 면제를 신청하여야 한다. 이 경우 교육부장관이 정하여 고시하는 면제신청서에 신청 사유를 구체적으로 소명할 수 있는 서류 및 자료를 첨부하여 교육부장관에게 제출하여야 한다.,교육부장관이 정하여 고시하는,위임행정규칙,고시,행정규칙,학자금 중복지원 방지 기준 고시
P01659,000888,사립학교법,45,정관 변경 등,정관을 변경한 경우에는 교육부장관이 정하여 고시하는 서류를 갖추어,교육부장관이 정하여 고시하는,위임행정규칙,고시,행정규칙,학교법인의 정관변경 보고 제출서류에 관한 고시
P01700,003727,사립학교법 시행령,23,교원의 임용 보고,교원의 임용 보고를 할 경우에는 교육부장관이 정하여 고시하는 서식에 따른다.,교육부장관이 정하여 고시하는,위임행정규칙,고시,행정규칙,사립학교 교원 임면보고 서식
P07452,008608,학점인정 등에 관한 법률 시행규칙,3,평가인정의 기준 등,평가인정의 세부 기준에 관하여 필요한 사항은 교육부장관이 정한다.,교육부장관이 정한다,위임행정규칙,,행정규칙,학점인정 등에 관한 업무처리 지침
P01350,000892,독학에 의한 학위취득에 관한 법률,5,시험의 과정 및 과목,② 제1항에 따른 과정별 시험과목은 교육부장관이 정한다.,교육부장관이 정한다,위임행정규칙,,행정규칙,독학에 의한 학위취득시험 시험과목명 정정
P06895,010519,학교안전사고 예방 및 보상에 관한 법률 시행령,22,공제료 산정기준 등,"공제회는 각 시·도별 학생 수, 손해율 등을 고려하여 교육부장관이 고시하는 비율의 범위에서 공제료를 가산 또는 감액",교육부장관이 고시하는,위임행정규칙,고시,행정규칙,2025년 학교안전공제료 산정기준 고시
P05030,011136,취업 후 학자금 상환 특별법,16,이자의 면제,제38조제2항에 따른 자립지원 대상자 중 교육부장관이 정하여 고시하는 사람,교육부장관이 정하여 고시하는,위임행정규칙,고시,행정규칙,2026학년도 2학기 취업 후 상환 학자금대출의 자격요건 등에 관한 고시
P03080,010449,장애인 등에 대한 특수교육법,6,특수교육기관의 설립 및 위탁교육,"교육부장관 및 교육감은 특정 분야의 인재 양성을 목적으로 하는 교육을 전문적으로 실시하는 특수학교(이하 ""특성화특수학교""라 한다)를 지정·고시할 수 있다.",지정.고시할 수 있다,위임행정규칙,고시,행정규칙,국립 특성화특수학교 지정·고시
P03026,004587,자격기본법 시행령,7,국가직무능력표준의 개선ㆍ폐지 등,국가직무능력표준의 개선 또는 폐지가 필요하다고 고용노동부장관이 인정하는 경우에는 5년이 지나지 아니하여도 개선 또는 폐지할 수 있다.,고용노동부장관이 인정하는,위임행정규칙,,행정규칙,국가직무능력표준 개발·개선 및 폐지 등에 관한 규정
